property_name,featureID,featureID_hex,featureID_highbyte,dataType_code,dataType_guess,access,interfaceName_int,interfaceName
0x1EB02012,514859026,0x1EB02012,0x1E,1,Integer?,READ,,(unset)
0x1EB02013,514859027,0x1EB02013,0x1E,1,Integer?,READ,,(unset)
0x1EB02014,514859028,0x1EB02014,0x1E,1,Integer?,READ,,(unset)
0x1EB02015,514859029,0x1EB02015,0x1E,1,Integer?,READ,,(unset)
0x1EB02016,514859030,0x1EB02016,0x1E,1,Integer?,READ,,(unset)
0x1EB0201C,514859036,0x1EB0201C,0x1E,1,Integer?,READ,,(unset)
0x1EB02027,514859047,0x1EB02027,0x1E,1,Integer?,READ,,(unset)
0x1EB02040,514859072,0x1EB02040,0x1E,1,Integer?,READ,,(unset)
0x1EB03000,514863104,0x1EB03000,0x1E,2,Long?,READ,,(unset)
0x1EB03016,514863126,0x1EB03016,0x1E,1,Integer?,READ,,(unset)
0x1EB03020,514863136,0x1EB03020,0x1E,1,Integer?,READ,,(unset)
0x1EB03023,514863139,0x1EB03023,0x1E,1,Integer?,READ,,(unset)
0x1EB03028,514863144,0x1EB03028,0x1E,1,Integer?,READ,,(unset)
0x1EB0302B,514863147,0x1EB0302B,0x1E,1,Integer?,READ,,(unset)
0x1EB03046,514863174,0x1EB03046,0x1E,1,Integer?,READ,,(unset)
0x1EB04040,514867264,0x1EB04040,0x1E,1,Integer?,READ,,(unset)
0x1EC00000,515899392,0x1EC00000,0x1E,2,Long?,READ,,(unset)
0x1EC00008,515899400,0x1EC00008,0x1E,12,?12,READ,,(unset)
0x1EC00010,515899408,0x1EC00010,0x1E,12,?12,READ,,(unset)
0x1EC00018,515899416,0x1EC00018,0x1E,12,?12,READ,,(unset)
0x1EC00020,515899424,0x1EC00020,0x1E,12,?12,READ,,(unset)
0x1EC00028,515899432,0x1EC00028,0x1E,12,?12,READ,,(unset)
0x1EC00030,515899440,0x1EC00030,0x1E,12,?12,READ,,(unset)
0x1EC00038,515899448,0x1EC00038,0x1E,12,?12,READ,,(unset)
0x1EC00040,515899456,0x1EC00040,0x1E,12,?12,READ,,(unset)
0x1EC00048,515899464,0x1EC00048,0x1E,12,?12,READ,,(unset)
0x1EC00050,515899472,0x1EC00050,0x1E,12,?12,READ,,(unset)
0x1EC00058,515899480,0x1EC00058,0x1E,12,?12,READ,,(unset)
0x1EC00060,515899488,0x1EC00060,0x1E,12,?12,READ,,(unset)
0x1EC00068,515899496,0x1EC00068,0x1E,12,?12,READ,,(unset)
0x1EC00070,515899504,0x1EC00070,0x1E,12,?12,READ,,(unset)
0x1EC00078,515899512,0x1EC00078,0x1E,12,?12,READ,,(unset)
0x1EC00080,515899520,0x1EC00080,0x1E,12,?12,READ,,(unset)
0x1EC00088,515899528,0x1EC00088,0x1E,12,?12,READ,,(unset)
0x1EC0008B,515899531,0x1EC0008B,0x1E,12,?12,READ,,(unset)
0x1EC0008E,515899534,0x1EC0008E,0x1E,12,?12,READ,,(unset)
0x1EC00091,515899537,0x1EC00091,0x1E,12,?12,READ,,(unset)
0x1EC00094,515899540,0x1EC00094,0x1E,12,?12,READ,,(unset)
0x1EC00097,515899543,0x1EC00097,0x1E,12,?12,READ,,(unset)
0x1EC0009A,515899546,0x1EC0009A,0x1E,12,?12,READ,,(unset)
0x1EC0009D,515899549,0x1EC0009D,0x1E,12,?12,READ,,(unset)
0x1EC000A0,515899552,0x1EC000A0,0x1E,12,?12,READ,,(unset)
0x1EC000A3,515899555,0x1EC000A3,0x1E,12,?12,READ,,(unset)
0x1EC000A6,515899558,0x1EC000A6,0x1E,12,?12,READ,,(unset)
0x1EC000A9,515899561,0x1EC000A9,0x1E,12,?12,READ,,(unset)
0x1EC000AC,515899564,0x1EC000AC,0x1E,12,?12,READ,,(unset)
0x1EC000AF,515899567,0x1EC000AF,0x1E,12,?12,READ,,(unset)
0x1EC000B2,515899570,0x1EC000B2,0x1E,12,?12,READ,,(unset)
0x1EC000B5,515899573,0x1EC000B5,0x1E,12,?12,READ,,(unset)
0x1ED0000B,516947979,0x1ED0000B,0x1E,12,?12,READ,,(unset)
0x1ED00018,516947992,0x1ED00018,0x1E,12,?12,READ,,(unset)
0x1ED0001A,516947994,0x1ED0001A,0x1E,12,?12,READ,,(unset)
0x1F100158,521142616,0x1F100158,0x1F,17,?17,READ,,(unset)
0x1F100160,521142624,0x1F100160,0x1F,17,?17,READ,,(unset)
0x1F100168,521142632,0x1F100168,0x1F,17,?17,READ,,(unset)
0x1F100170,521142640,0x1F100170,0x1F,17,?17,READ,,(unset)
0x1F100178,521142648,0x1F100178,0x1F,17,?17,READ,,(unset)
0x1F100180,521142656,0x1F100180,0x1F,17,?17,READ,,(unset)
0x1F100188,521142664,0x1F100188,0x1F,17,?17,READ,,(unset)
0x1F100190,521142672,0x1F100190,0x1F,17,?17,READ,,(unset)
0x1F100198,521142680,0x1F100198,0x1F,17,?17,READ,,(unset)
0x1F1001A0,521142688,0x1F1001A0,0x1F,17,?17,READ,,(unset)
0x1F1001A8,521142696,0x1F1001A8,0x1F,17,?17,READ,,(unset)
0x1F1001B0,521142704,0x1F1001B0,0x1F,17,?17,READ,,(unset)
0x1FC00008,532676616,0x1FC00008,0x1F,12,?12,READ,,(unset)
0x1FC0000B,532676619,0x1FC0000B,0x1F,12,?12,READ,,(unset)
0x1FC0000C,532676620,0x1FC0000C,0x1F,12,?12,READ,4,CHARGING
0x1FC00018,532676632,0x1FC00018,0x1F,12,?12,READ,4,CHARGING
0x1FC00028,532676648,0x1FC00028,0x1F,12,?12,READ,4,CHARGING
0x1FC00035,532676661,0x1FC00035,0x1F,12,?12,READ,,(unset)
0x1FC00036,532676662,0x1FC00036,0x1F,12,?12,READ,,(unset)
0x1FC00037,532676663,0x1FC00037,0x1F,12,?12,READ,,(unset)
0x1FC00038,532676664,0x1FC00038,0x1F,12,?12,READ,,(unset)
0x1FD00000,533725184,0x1FD00000,0x1F,2,Long?,READ,,(unset)
0x1FD00012,533725202,0x1FD00012,0x1F,1,Integer?,READ,,(unset)
0x1FD00028,533725224,0x1FD00028,0x1F,1,Integer?,READ,,(unset)
0x1FD0002B,533725227,0x1FD0002B,0x1F,1,Integer?,READ,,(unset)
0x1FD0002C,533725228,0x1FD0002C,0x1F,1,Integer?,READ,,(unset)
0x1FF01000,535826432,0x1FF01000,0x1F,2,Long?,READ,,(unset)
0x1FF01010,535826448,0x1FF01010,0x1F,12,?12,READ,,(unset)
0x1FF01012,535826450,0x1FF01012,0x1F,12,?12,READ,,(unset)
0x1FF01014,535826452,0x1FF01014,0x1F,12,?12,READ,,(unset)
0x1FF01016,535826454,0x1FF01016,0x1F,12,?12,READ,,(unset)
0x1FF01018,535826456,0x1FF01018,0x1F,12,?12,READ,,(unset)
0x1FF0101A,535826458,0x1FF0101A,0x1F,12,?12,READ,,(unset)
0x1FF0101C,535826460,0x1FF0101C,0x1F,12,?12,READ,,(unset)
0x1FF0101E,535826462,0x1FF0101E,0x1F,12,?12,READ,,(unset)
0x1FF01020,535826464,0x1FF01020,0x1F,12,?12,READ,,(unset)
0x1FF01022,535826466,0x1FF01022,0x1F,12,?12,READ,,(unset)
0x1FF01024,535826468,0x1FF01024,0x1F,12,?12,READ,,(unset)
0x1FF01026,535826470,0x1FF01026,0x1F,12,?12,READ,,(unset)
0x1FF01028,535826472,0x1FF01028,0x1F,12,?12,READ,,(unset)
0x1FF0102A,535826474,0x1FF0102A,0x1F,12,?12,READ,,(unset)
0x1FF0102C,535826476,0x1FF0102C,0x1F,12,?12,READ,,(unset)
0x1FF0102E,535826478,0x1FF0102E,0x1F,12,?12,READ,,(unset)
0x1FF01030,535826480,0x1FF01030,0x1F,12,?12,READ,,(unset)
0x1FF01032,535826482,0x1FF01032,0x1F,12,?12,READ,,(unset)
0x1FF01034,535826484,0x1FF01034,0x1F,12,?12,READ,,(unset)
0x1FF01036,535826486,0x1FF01036,0x1F,12,?12,READ,,(unset)
0x1FF0103C,535826492,0x1FF0103C,0x1F,12,?12,READ,,(unset)
0x1FF01040,535826496,0x1FF01040,0x1F,12,?12,READ,,(unset)
0x1FF01046,535826502,0x1FF01046,0x1F,12,?12,READ,,(unset)
0x1FF02000,535830528,0x1FF02000,0x1F,2,Long?,READ,,(unset)
0x1FF02010,535830544,0x1FF02010,0x1F,12,?12,READ,,(unset)
0x1FF02012,535830546,0x1FF02012,0x1F,12,?12,READ,,(unset)
0x1FF02018,535830552,0x1FF02018,0x1F,12,?12,READ,,(unset)
0x1FF0201C,535830556,0x1FF0201C,0x1F,12,?12,READ,,(unset)
0x1FF02022,535830562,0x1FF02022,0x1F,31,?,READ,,(unset)
0x1FF02028,535830568,0x1FF02028,0x1F,12,?12,READ,,(unset)
0x1FF02030,535830576,0x1FF02030,0x1F,12,?12,READ,,(unset)
0x1FF02038,535830584,0x1FF02038,0x1F,12,?12,READ,,(unset)
0x1FF02040,535830592,0x1FF02040,0x1F,12,?12,READ,,(unset)
0x1FF02042,535830594,0x1FF02042,0x1F,12,?12,READ,,(unset)
0x1FF03028,535834664,0x1FF03028,0x1F,12,?12,READ,,(unset)
0x1FF0302A,535834666,0x1FF0302A,0x1F,12,?12,READ,,(unset)
0x1FF0302C,535834668,0x1FF0302C,0x1F,12,?12,READ,,(unset)
0x1FF0302E,535834670,0x1FF0302E,0x1F,12,?12,READ,,(unset)
0x1FF03039,535834681,0x1FF03039,0x1F,12,?12,READ,,(unset)
0x1FF0303B,535834683,0x1FF0303B,0x1F,12,?12,READ,,(unset)
0x1FF0303E,535834686,0x1FF0303E,0x1F,17,?17,READ,,(unset)
0x1FF03040,535834688,0x1FF03040,0x1F,12,?12,READ,,(unset)
0x1FF03042,535834690,0x1FF03042,0x1F,12,?12,READ,,(unset)
0x1FF03045,535834693,0x1FF03045,0x1F,12,?12,READ,,(unset)
0x1FF04000,535838720,0x1FF04000,0x1F,2,Long?,READ,,(unset)
0x1FF04012,535838738,0x1FF04012,0x1F,12,?12,READ,,(unset)
0x1FF04017,535838743,0x1FF04017,0x1F,12,?12,READ,,(unset)
0x1FF0401C,535838748,0x1FF0401C,0x1F,31,?,READ,,(unset)
0x1FF0401E,535838750,0x1FF0401E,0x1F,12,?12,READ,,(unset)
0x1FF04020,535838752,0x1FF04020,0x1F,12,?12,READ,,(unset)
0x1FF04024,535838756,0x1FF04024,0x1F,12,?12,READ,,(unset)
0x1FF0402B,535838763,0x1FF0402B,0x1F,12,?12,READ,,(unset)
0x1FF0402D,535838765,0x1FF0402D,0x1F,12,?12,READ,,(unset)
0x1FF04034,535838772,0x1FF04034,0x1F,31,?,READ,,(unset)
0x1FF04043,535838787,0x1FF04043,0x1F,3,Float?,READ,,(unset)
0x1FF04045,535838789,0x1FF04045,0x1F,12,?12,READ,,(unset)
0x1FF05010,535842832,0x1FF05010,0x1F,12,?12,READ,,(unset)
0x1FF05012,535842834,0x1FF05012,0x1F,12,?12,READ,,(unset)
0x1FF0501A,535842842,0x1FF0501A,0x1F,12,?12,READ,,(unset)
0x1FF0501C,535842844,0x1FF0501C,0x1F,12,?12,READ,,(unset)
0x1FF05020,535842848,0x1FF05020,0x1F,12,?12,READ,,(unset)
0x1FF05023,535842851,0x1FF05023,0x1F,12,?12,READ,,(unset)
0x1FF05024,535842852,0x1FF05024,0x1F,12,?12,READ,,(unset)
0x1FF05025,535842853,0x1FF05025,0x1F,12,?12,READ,,(unset)
0x1FF05026,535842854,0x1FF05026,0x1F,12,?12,READ,,(unset)
0x1FF05027,535842855,0x1FF05027,0x1F,12,?12,READ,,(unset)
0x1FF05028,535842856,0x1FF05028,0x1F,12,?12,READ,,(unset)
0x1FF0502A,535842858,0x1FF0502A,0x1F,12,?12,READ,,(unset)
0x1FF0502C,535842860,0x1FF0502C,0x1F,12,?12,READ,,(unset)
0x1FF0502E,535842862,0x1FF0502E,0x1F,12,?12,READ,,(unset)
0x1FF05030,535842864,0x1FF05030,0x1F,12,?12,READ,,(unset)
0x1FF05032,535842866,0x1FF05032,0x1F,12,?12,READ,,(unset)
0x1FF05034,535842868,0x1FF05034,0x1F,12,?12,READ,,(unset)
0x1FF05036,535842870,0x1FF05036,0x1F,12,?12,READ,,(unset)
0x1FF05038,535842872,0x1FF05038,0x1F,12,?12,READ,,(unset)
0x1FF0503A,535842874,0x1FF0503A,0x1F,12,?12,READ,,(unset)
0x1FF0503C,535842876,0x1FF0503C,0x1F,12,?12,READ,,(unset)
0x1FF0503E,535842878,0x1FF0503E,0x1F,12,?12,READ,,(unset)
0x1FF05040,535842880,0x1FF05040,0x1F,12,?12,READ,,(unset)
0x1FF05042,535842882,0x1FF05042,0x1F,12,?12,READ,,(unset)
0x20203010,538980368,0x20203010,0x20,6,?,READ,,(unset)
0x20401000,541069312,0x20401000,0x20,2,Long?,READ,,(unset)
0x20401014,541069332,0x20401014,0x20,1,Integer?,READ,,(unset)
0x20401016,541069334,0x20401016,0x20,1,Integer?,READ,,(unset)
0x20500000,542113792,0x20500000,0x20,2,Long?,READ,,(unset)
0x20500008,542113800,0x20500008,0x20,1,Integer?,READ,4,CHARGING
0x20500010,542113808,0x20500010,0x20,1,Integer?,READ,4,CHARGING
0x20500018,542113816,0x20500018,0x20,1,Integer?,READ,,(unset)
0x2050001B,542113819,0x2050001B,0x20,22,?22,READ,,(unset)
0x2050001C,542113820,0x2050001C,0x20,3,Float?,READ,,(unset)
0x2050001D,542113821,0x2050001D,0x20,3,Float?,READ,4,CHARGING
0x20500028,542113832,0x20500028,0x20,3,Float?,READ,,(unset)
0x20500029,542113833,0x20500029,0x20,3,Float?,READ,,(unset)
0x2050002A,542113834,0x2050002A,0x20,3,Float?,READ,,(unset)
0x2050002B,542113835,0x2050002B,0x20,1,Integer?,READ,,(unset)
0x2050002C,542113836,0x2050002C,0x20,1,Integer?,READ,4,CHARGING
0x20500031,542113841,0x20500031,0x20,1,Integer?,READ,4,CHARGING
0x20500036,542113846,0x20500036,0x20,1,Integer?,READ,4,CHARGING
0x20500040,542113856,0x20500040,0x20,1,Integer?,READ,4,CHARGING
0x2050081A,542115866,0x2050081A,0x20,1,Integer?,READ,,(unset)
0x20700000,544210944,0x20700000,0x20,2,Long?,READ,,(unset)
0x20700012,544210962,0x20700012,0x20,12,?12,READ,,(unset)
0x20700016,544210966,0x20700016,0x20,25,?,READ,,(unset)
0x20800008,545259528,0x20800008,0x20,1,Integer?,READ,,(unset)
0x2080000B,545259531,0x2080000B,0x20,1,Integer?,READ,,(unset)
0x2080000E,545259534,0x2080000E,0x20,1,Integer?,READ,,(unset)
0x20800010,545259536,0x20800010,0x20,1,Integer?,READ,,(unset)
0x20800012,545259538,0x20800012,0x20,1,Integer?,READ,,(unset)
0x20800016,545259542,0x20800016,0x20,1,Integer?,READ,,(unset)
0x20800018,545259544,0x20800018,0x20,1,Integer?,READ,,(unset)
0x2080001C,545259548,0x2080001C,0x20,1,Integer?,READ,,(unset)
0x2080001E,545259550,0x2080001E,0x20,1,Integer?,READ,,(unset)
0x20800020,545259552,0x20800020,0x20,1,Integer?,READ,,(unset)
0x20800025,545259557,0x20800025,0x20,1,Integer?,READ,,(unset)
0x20800028,545259560,0x20800028,0x20,1,Integer?,READ,,(unset)
0x2080002E,545259566,0x2080002E,0x20,1,Integer?,READ,,(unset)
0x20800030,545259568,0x20800030,0x20,1,Integer?,READ,,(unset)
0x20800032,545259570,0x20800032,0x20,1,Integer?,READ,,(unset)
0x20800034,545259572,0x20800034,0x20,1,Integer?,READ,,(unset)
0x20800036,545259574,0x20800036,0x20,1,Integer?,READ,,(unset)
0x2080003C,545259580,0x2080003C,0x20,1,Integer?,READ,,(unset)
0x20800040,545259584,0x20800040,0x20,1,Integer?,READ,,(unset)
0x20A00812,547358738,0x20A00812,0x20,4,Double?,READ,,(unset)
0x20D00000,550502400,0x20D00000,0x20,2,Long?,READ,,(unset)
0x20D00008,550502408,0x20D00008,0x20,6,?,READ,,(unset)
0x20D00028,550502440,0x20D00028,0x20,6,?,READ,,(unset)
0x2120000E,555745294,0x2120000E,0x21,18,?,READ,,(unset)
0x21200038,555745336,0x21200038,0x21,5,?,READ,,(unset)
0x21301010,556797968,0x21301010,0x21,2,Long?,READ,,(unset)
0x21301021,556797985,0x21301021,0x21,2,Long?,READ,,(unset)
0x2130102E,556797998,0x2130102E,0x21,2,Long?,READ,,(unset)
0x21301061,556798049,0x21301061,0x21,2,Long?,READ,,(unset)
0x21502000,558899200,0x21502000,0x21,2,Long?,READ,,(unset)
0x21502020,558899232,0x21502020,0x21,4,Double?,READ,,(unset)
0x21505010,558911504,0x21505010,0x21,1,Integer?,READ,,(unset)
0x21505011,558911505,0x21505011,0x21,1,Integer?,READ,,(unset)
0x2150B000,558936064,0x2150B000,0x21,2,Long?,READ,,(unset)
0x2150B010,558936080,0x2150B010,0x21,4,Double?,READ,,(unset)
0x2150B018,558936088,0x2150B018,0x21,4,Double?,READ,,(unset)
0x2150B020,558936096,0x2150B020,0x21,4,Double?,READ,,(unset)
0x2150B028,558936104,0x2150B028,0x21,4,Double?,READ,,(unset)
0x21800000,562036736,0x21800000,0x21,1,Integer?,READ,,(unset)
0x21800011,562036753,0x21800011,0x21,5,?,READ,,(unset)
0x2180001D,562036765,0x2180001D,0x21,1,Integer?,READ,,(unset)
0x2180001F,562036767,0x2180001F,0x21,1,Integer?,READ,,(unset)
0x2180003E,562036798,0x2180003E,0x21,1,Integer?,READ,,(unset)
0x21900020,563085344,0x21900020,0x21,1,Integer?,READ,,(unset)
0x21C8A636,566797878,0x21C8A636,0x21,1,Integer?,READ,,(unset)
0x21D01000,567283712,0x21D01000,0x21,2,Long?,READ,,(unset)
0x21D01030,567283760,0x21D01030,0x21,2,Long?,READ,,(unset)
0x21E00000,568328192,0x21E00000,0x21,2,Long?,READ,,(unset)
0x21E00008,568328200,0x21E00008,0x21,12,?12,READ,,(unset)
0x21E00009,568328201,0x21E00009,0x21,12,?12,READ,,(unset)
0x21E00015,568328213,0x21E00015,0x21,12,?12,READ,,(unset)
0x21E00018,568328216,0x21E00018,0x21,12,?12,READ,,(unset)
0x22000008,570425352,0x22000008,0x22,10,?,READ,,(unset)
0x2200000A,570425354,0x2200000A,0x22,10,?,READ,,(unset)
0x2200000C,570425356,0x2200000C,0x22,10,?,READ,,(unset)
0x2200000E,570425358,0x2200000E,0x22,10,?,READ,,(unset)
0x2200081A,570427418,0x2200081A,0x22,10,?,READ,,(unset)
0x22200008,572522504,0x22200008,0x22,11,?,READ,4,CHARGING
0x22200027,572522535,0x22200027,0x22,11,?,READ,,(unset)
0x22200414,572523540,0x22200414,0x22,11,?,READ,4,CHARGING
0x2220042E,572523566,0x2220042E,0x22,1,Integer?,READ,,(unset)
0x22200434,572523572,0x22200434,0x22,1,Integer?,READ,,(unset)
0x22200436,572523574,0x22200436,0x22,1,Integer?,READ,,(unset)
0x2220043E,572523582,0x2220043E,0x22,1,Integer?,READ,,(unset)
0x22300008,573571080,0x22300008,0x22,11,?,READ,,(unset)
0x22300014,573571092,0x22300014,0x22,11,?,READ,,(unset)
0x22300020,573571104,0x22300020,0x22,11,?,READ,4,CHARGING
0x2230002C,573571116,0x2230002C,0x22,11,?,READ,,(unset)
0x2230003E,573571134,0x2230003E,0x22,11,?,READ,,(unset)
0x2230003F,573571135,0x2230003F,0x22,11,?,READ,,(unset)
0x2260081A,576718874,0x2260081A,0x22,1,Integer?,READ,,(unset)
0x22A00000,580911104,0x22A00000,0x22,2,Long?,READ,,(unset)
0x22A00008,580911112,0x22A00008,0x22,12,?12,READ,,(unset)
0x22A00009,580911113,0x22A00009,0x22,12,?12,READ,,(unset)
0x22A00016,580911126,0x22A00016,0x22,12,?12,READ,,(unset)
0x22A0001C,580911132,0x22A0001C,0x22,12,?12,READ,,(unset)
0x22C00000,583008256,0x22C00000,0x22,2,Long?,READ,,(unset)
0x22C000F2,583008498,0x22C000F2,0x22,25,?,READ,,(unset)
0x22D01800,584062976,0x22D01800,0x22,2,Long?,READ,,(unset)
0x22D01818,584063000,0x22D01818,0x22,4,Double?,READ,,(unset)
0x22D01820,584063008,0x22D01820,0x22,4,Double?,READ,,(unset)
0x22D01828,584063016,0x22D01828,0x22,4,Double?,READ,,(unset)
0x22D01830,584063024,0x22D01830,0x22,4,Double?,READ,,(unset)
0x22D01838,584063032,0x22D01838,0x22,4,Double?,READ,,(unset)
0x22D02800,584067072,0x22D02800,0x22,2,Long?,READ,,(unset)
0x22D02810,584067088,0x22D02810,0x22,4,Double?,READ,,(unset)
0x22D02811,584067089,0x22D02811,0x22,4,Double?,READ,,(unset)
0x22D02812,584067090,0x22D02812,0x22,4,Double?,READ,,(unset)
0x22D02813,584067091,0x22D02813,0x22,4,Double?,READ,,(unset)
0x22D02814,584067092,0x22D02814,0x22,4,Double?,READ,,(unset)
0x22D02818,584067096,0x22D02818,0x22,4,Double?,READ,,(unset)
0x22D02820,584067104,0x22D02820,0x22,4,Double?,READ,,(unset)
0x22D02828,584067112,0x22D02828,0x22,4,Double?,READ,,(unset)
0x22D02830,584067120,0x22D02830,0x22,4,Double?,READ,,(unset)
0x22D02835,584067125,0x22D02835,0x22,4,Double?,READ,,(unset)
0x22D02837,584067127,0x22D02837,0x22,4,Double?,READ,,(unset)
0x22D02838,584067128,0x22D02838,0x22,4,Double?,READ,,(unset)
0x22D0283A,584067130,0x22D0283A,0x22,4,Double?,READ,,(unset)
0x22D0283B,584067131,0x22D0283B,0x22,4,Double?,READ,4,CHARGING
0x22D05810,584079376,0x22D05810,0x22,4,Double?,READ,,(unset)
0x22F00046,586154054,0x22F00046,0x22,2,Long?,READ,,(unset)
0x23000038,587202616,0x23000038,0x23,31,?,READ,,(unset)
0x23000800,587204608,0x23000800,0x23,2,Long?,READ,,(unset)
0x23000828,587204648,0x23000828,0x23,4,Double?,READ,,(unset)
0x23000838,587204664,0x23000838,0x23,4,Double?,READ,,(unset)
0x2300083A,587204666,0x2300083A,0x23,4,Double?,READ,,(unset)
0x2300083C,587204668,0x2300083C,0x23,4,Double?,READ,,(unset)
0x23200022,589299746,0x23200022,0x23,31,?,READ,,(unset)
0x2320002A,589299754,0x2320002A,0x23,31,?,READ,,(unset)
0x23202018,589307928,0x23202018,0x23,23,?23,READ,,(unset)
0x23300000,590348288,0x23300000,0x23,2,Long?,READ,,(unset)
0x23300008,590348296,0x23300008,0x23,4,Double?,READ,,(unset)
0x23300018,590348312,0x23300018,0x23,1,Integer?,READ,,(unset)
0x2330002A,590348330,0x2330002A,0x23,4,Double?,READ,,(unset)
0x2330002D,590348333,0x2330002D,0x23,6,?,READ,,(unset)
0x23300038,590348344,0x23300038,0x23,4,Double?,READ,,(unset)
0x2330003A,590348346,0x2330003A,0x23,1,Integer?,READ,,(unset)
0x23300040,590348352,0x23300040,0x23,1,Integer?,READ,,(unset)
0x23400800,591398912,0x23400800,0x23,2,Long?,READ,,(unset)
0x23400808,591398920,0x23400808,0x23,4,Double?,READ,,(unset)
0x23401000,591400960,0x23401000,0x23,2,Long?,READ,,(unset)
0x23401010,591400976,0x23401010,0x23,6,?,READ,,(unset)
0x23401018,591400984,0x23401018,0x23,1,Integer?,READ,,(unset)
0x2340101A,591400986,0x2340101A,0x23,2,Long?,READ,,(unset)
0x2340101C,591400988,0x2340101C,0x23,2,Long?,READ,,(unset)
0x2340101E,591400990,0x2340101E,0x23,1,Integer?,READ,,(unset)
0x23401020,591400992,0x23401020,0x23,1,Integer?,READ,,(unset)
0x23401023,591400995,0x23401023,0x23,1,Integer?,READ,,(unset)
0x23401025,591400997,0x23401025,0x23,1,Integer?,READ,,(unset)
0x2340102A,591401002,0x2340102A,0x23,1,Integer?,READ,,(unset)
0x2340102C,591401004,0x2340102C,0x23,1,Integer?,READ,,(unset)
0x23402000,591405056,0x23402000,0x23,2,Long?,READ,,(unset)
0x23402012,591405074,0x23402012,0x23,1,Integer?,READ,,(unset)
0x2340201A,591405082,0x2340201A,0x23,1,Integer?,READ,,(unset)
0x2340201C,591405084,0x2340201C,0x23,1,Integer?,READ,,(unset)
0x23402020,591405088,0x23402020,0x23,1,Integer?,READ,,(unset)
0x23402026,591405094,0x23402026,0x23,2,Long?,READ,,(unset)
0x23402030,591405104,0x23402030,0x23,1,Integer?,READ,,(unset)
0x23402033,591405107,0x23402033,0x23,1,Integer?,READ,,(unset)
0x23402038,591405112,0x23402038,0x23,1,Integer?,READ,,(unset)
0x2340203C,591405116,0x2340203C,0x23,1,Integer?,READ,,(unset)
0x23500000,592445440,0x23500000,0x23,2,Long?,READ,,(unset)
0x23500008,592445448,0x23500008,0x23,3,Float?,READ,,(unset)
0x2350000A,592445450,0x2350000A,0x23,3,Float?,READ,,(unset)
0x2350000D,592445453,0x2350000D,0x23,3,Float?,READ,,(unset)
0x23500010,592445456,0x23500010,0x23,3,Float?,READ,,(unset)
0x23500014,592445460,0x23500014,0x23,3,Float?,READ,,(unset)
0x23500018,592445464,0x23500018,0x23,3,Float?,READ,,(unset)
0x2350001C,592445468,0x2350001C,0x23,3,Float?,READ,,(unset)
0x23500020,592445472,0x23500020,0x23,3,Float?,READ,,(unset)
0x23500022,592445474,0x23500022,0x23,3,Float?,READ,,(unset)
0x23500030,592445488,0x23500030,0x23,1,Integer?,READ,,(unset)
0x23700000,594542592,0x23700000,0x23,2,Long?,READ,,(unset)
0x23700018,594542616,0x23700018,0x23,12,?12,READ,,(unset)
0x2370001A,594542618,0x2370001A,0x23,12,?12,READ,,(unset)
0x2370001C,594542620,0x2370001C,0x23,12,?12,READ,,(unset)
0x2370001E,594542622,0x2370001E,0x23,12,?12,READ,,(unset)
0x23700020,594542624,0x23700020,0x23,12,?12,READ,,(unset)
0x23700022,594542626,0x23700022,0x23,12,?12,READ,,(unset)
0x23700024,594542628,0x23700024,0x23,12,?12,READ,,(unset)
0x23700026,594542630,0x23700026,0x23,12,?12,READ,,(unset)
0x23700028,594542632,0x23700028,0x23,12,?12,READ,,(unset)
0x2370002A,594542634,0x2370002A,0x23,12,?12,READ,,(unset)
0x23700038,594542648,0x23700038,0x23,12,?12,READ,,(unset)
0x2370003A,594542650,0x2370003A,0x23,12,?12,READ,,(unset)
0x23700044,594542660,0x23700044,0x23,2,Long?,READ,,(unset)
0x23700046,594542662,0x23700046,0x23,1,Integer?,READ,,(unset)
0x23A00000,597688320,0x23A00000,0x23,2,Long?,READ,,(unset)
0x23A00008,597688328,0x23A00008,0x23,3,Float?,READ,,(unset)
0x23A00010,597688336,0x23A00010,0x23,3,Float?,READ,,(unset)
0x23A00018,597688344,0x23A00018,0x23,3,Float?,READ,,(unset)
0x23A0001B,597688347,0x23A0001B,0x23,3,Float?,READ,,(unset)
0x23A0001E,597688350,0x23A0001E,0x23,3,Float?,READ,,(unset)
0x23A00020,597688352,0x23A00020,0x23,3,Float?,READ,,(unset)
0x23A00023,597688355,0x23A00023,0x23,3,Float?,READ,,(unset)
0x23A00026,597688358,0x23A00026,0x23,3,Float?,READ,,(unset)
0x23A00028,597688360,0x23A00028,0x23,3,Float?,READ,4,CHARGING
0x23A00034,597688372,0x23A00034,0x23,3,Float?,READ,,(unset)
0x23D88385,601392005,0x23D88385,0x23,12,?12,READ,,(unset)
0x23F00000,602931200,0x23F00000,0x23,2,Long?,READ,,(unset)
0x23F00015,602931221,0x23F00015,0x23,2,Long?,READ,,(unset)
0x24000000,603979776,0x24000000,0x24,2,Long?,READ,,(unset)
0x24000008,603979784,0x24000008,0x24,15,?,READ,,(unset)
0x2400000A,603979786,0x2400000A,0x24,15,?,READ,,(unset)
0x2400000C,603979788,0x2400000C,0x24,15,?,READ,,(unset)
0x2400000E,603979790,0x2400000E,0x24,15,?,READ,,(unset)
0x24000013,603979795,0x24000013,0x24,1,Integer?,READ,,(unset)
